Id,User,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,Gesture
0,cmario,0.2617149949073791,0.378420889377594,1.1557640533510496e-07,0.3389733135700226,0.4246149659156799,0.010416648350656,0.3755750060081482,0.5148915648460388,0.0041785263456404,0.3719062209129333,0.5962736010551453,-0.0042383945547044,0.350716084241867,0.6522420644760132,-0.0132491495460271,0.4096713066101074,0.5589017868041992,-0.0264608636498451,0.4035551846027374,0.6971055865287781,-0.0384423993527889,0.3918631672859192,0.7761545777320862,-0.0452252365648746,0.3825819492340088,0.8383297324180603,-0.0509696714580059,0.3620233535766601,0.5803484916687012,-0.0393580198287963,0.3294220566749573,0.6737889051437378,-0.0469193272292614,0.3223089277744293,0.6396362781524658,-0.0398212410509586,0.3284165859222412,0.598077654838562,-0.0363194346427917,0.3071866035461426,0.5879644155502319,-0.0490128546953201,0.2890772819519043,0.6491392254829407,-0.0461887568235397,0.284952163696289,0.6169666051864624,-0.0264535248279571,0.2894042730331421,0.578789472579956,-0.0169993303716182,0.2584398090839386,0.5857371091842651,-0.0587792098522186,0.2535405158996582,0.618289589881897,-0.0459104105830192,0.248835951089859,0.5874032378196716,-0.0243612583726644,0.2501429915428161,0.5571826100349426,-0.0107954312115907,LEFT_INDEX_DOWN
1,cmario,0.1790076494216919,0.3347051739692688,1.4038936058113904e-07,0.2541728615760803,0.3740357458591461,0.0056095332838594,0.3032103180885315,0.4647107124328613,-0.0018801600672304,0.3080678880214691,0.5460682511329651,-0.0118078766390681,0.2946071028709411,0.6041526198387146,-0.0216399487107992,0.3438813090324402,0.4838227033615112,-0.0275354124605655,0.3568452000617981,0.6166684627532959,-0.0434265509247779,0.359177827835083,0.6914280652999878,-0.0516975596547126,0.36195969581604,0.7528911828994751,-0.0582384541630744,0.2999215722084045,0.500190258026123,-0.0416562855243682,0.2718144357204437,0.6204327344894409,-0.0588110871613025,0.2593287825584411,0.586332380771637,-0.055197637528181,0.2643525600433349,0.5423733592033386,-0.052111305296421,0.2471055388450622,0.5118233561515808,-0.0536122247576713,0.2278128564357757,0.606972336769104,-0.0614659078419208,0.2193130403757095,0.5696409940719604,-0.0434011444449424,0.2249080836772918,0.5295477509498596,-0.0323847383260726,0.1971021294593811,0.5158202648162842,-0.0659205242991447,0.1884894222021103,0.586462140083313,-0.0607311651110649,0.1806776374578476,0.5535780191421509,-0.0407042354345321,0.1836074739694595,0.5193953514099121,-0.0274132937192916,LEFT_INDEX_DOWN
2,cmario,0.0843767002224922,0.3183921277523041,1.281215560311466e-07,0.1568078994750976,0.3513203263282776,0.0030819424428045,0.2064471542835235,0.4345445036888122,-0.0074520050548017,0.2166814506053924,0.5179490447044373,-0.0186838079243898,0.2118378579616546,0.5757715702056885,-0.0293228104710578,0.2388627827167511,0.4411398768424988,-0.037321962416172,0.2556113302707672,0.5649166703224182,-0.0587715283036232,0.2571102678775787,0.6369929313659668,-0.0698391124606132,0.2581939697265625,0.6960883140563965,-0.0767076089978218,0.1936402469873428,0.4551440477371216,-0.0514865107834339,0.1830930262804031,0.5892152786254883,-0.0753643438220024,0.1667132079601287,0.5519006848335266,-0.0705335587263107,0.1656050980091095,0.4996183812618255,-0.0638607293367385,0.1423064470291137,0.4678595066070556,-0.063647873699665,0.1390587836503982,0.5830330848693848,-0.0785470381379127,0.1253257393836975,0.5434074401855469,-0.0583916865289211,0.1252070069313049,0.4995884001255035,-0.0427027270197868,0.0914883092045784,0.4760551452636719,-0.0757288113236427,0.0985321402549743,0.5670740604400635,-0.0748843848705291,0.0889999791979789,0.5343726873397827,-0.0527275316417217,0.088028997182846,0.496934711933136,-0.0364897586405277,LEFT_INDEX_DOWN
3,cmario,0.3163701891899109,0.3399389982223511,1.1406143585190877e-07,0.3901925683021545,0.3855299353599548,0.0072844540700316,0.4330983161926269,0.4828022718429565,-0.0013489328557625,0.4315128922462463,0.5726415514945984,-0.0126047665253281,0.4175453782081604,0.6378338932991028,-0.0239618942141532,0.4825095534324646,0.5003514885902405,-0.0296494103968143,0.4863662719726562,0.6404709815979004,-0.043929323554039,0.4834989011287689,0.7157172560691833,-0.0512583293020725,0.4832485914230346,0.7768216729164124,-0.0578818768262863,0.4433740973472595,0.5128825902938843,-0.0446607656776905,0.3963906466960907,0.6327155232429504,-0.059910524636507,0.3818892538547516,0.5963355898857117,-0.0572485402226448,0.3911991715431213,0.5529798865318298,-0.0562464296817779,0.3925574719905853,0.5202252268791199,-0.0567525662481784,0.3532313704490661,0.6104856729507446,-0.0625647082924842,0.3441499173641205,0.5701925754547119,-0.0462570376694202,0.3544361293315887,0.5300787687301636,-0.0377129837870597,0.3445456922054291,0.5202778577804565,-0.0690833553671836,0.3207694292068481,0.5834528803825378,-0.0631177872419357,0.3126154541969299,0.549073338508606,-0.0449847020208835,0.3198328018188476,0.5147389769554138,-0.0335022658109664,LEFT_INDEX_DOWN
4,cmario,0.1767218858003616,0.521073043346405,-7.396853618502065e-08,0.2399504035711288,0.5416724681854248,0.0115206707268953,0.272716075181961,0.5983112454414368,0.0123823881149292,0.2688309848308563,0.6484460234642029,0.0106632020324468,0.2459772676229477,0.6770878434181213,0.0067234020680189,0.2775429487228393,0.6635486483573914,-0.0119812386110425,0.2804519534111023,0.7580223083496094,-0.0110900802537798,0.2780262231826782,0.81396484375,-0.0103361383080482,0.2754935026168823,0.8546112179756165,-0.0117259249091148,0.242321029305458,0.6910199522972107,-0.0184131152927875,0.2278220951557159,0.7109267711639404,-0.0128984991461038,0.2266784608364105,0.6821126937866211,-0.0066482564434409,0.2277506589889526,0.6552454829216003,-0.0055184098891913,0.2029977440834045,0.6968902945518494,-0.0216054655611515,0.2008024007081985,0.6949591636657715,-0.0118845682591199,0.1990828216075897,0.6723418235778809,-0.0023931427858769,0.1978785693645477,0.6476047039031982,-0.0006380032864399,0.1700445860624313,0.6945496201515198,-0.0243488457053899,0.1725174784660339,0.6881865859031677,-0.0120029412209987,0.1716456264257431,0.6671401262283325,-0.0001742293825373,0.1711288690567016,0.6454883217811584,0.0066914279013872,LEFT_INDEX_DOWN
5,cmario,0.3722479939460754,0.5082027912139893,5.2118231508302415e-08,0.4226689636707306,0.5421821475028992,0.0045047788880765,0.447726845741272,0.6000838875770569,-7.698969420744106e-05,0.4412178695201874,0.6465444564819336,-0.0069692675024271,0.4178094565868377,0.6731147766113281,-0.0146444421261549,0.4702678620815277,0.642719030380249,-0.0153108350932598,0.4739202260971069,0.735706090927124,-0.0222441405057907,0.4735611081123352,0.792202353477478,-0.0263884030282497,0.4736079275608063,0.8359518051147461,-0.0305546410381793,0.4391414821147918,0.6620509624481201,-0.0233802180737257,0.4062276184558868,0.7085294723510742,-0.0316515080630779,0.3975889086723327,0.6824527978897095,-0.0315858051180839,0.4022843241691589,0.6551463007926941,-0.0314341075718402,0.401003748178482,0.6695610880851746,-0.0292285569012165,0.3779628574848175,0.6933600902557373,-0.0309017281979322,0.3732927739620209,0.6690082550048828,-0.0219657979905605,0.3778313994407654,0.6446908116340637,-0.0172868594527244,0.3674376010894775,0.6696885824203491,-0.0354183726012706,0.3537449240684509,0.678983211517334,-0.0297229532152414,0.3501647412776947,0.6552212834358215,-0.0178716145455837,0.3528938293457031,0.6335257887840271,-0.0094951298087835,LEFT_INDEX_DOWN
6,cmario,0.606270968914032,0.5115203261375427,2.481720784430763e-08,0.6490902900695801,0.5504420399665833,0.0069265412166714,0.6678805947303772,0.6072392463684082,0.0029188997577875,0.6618421077728271,0.6481418013572693,-0.0043699112720787,0.6443043947219849,0.6714662313461304,-0.0123942140489816,0.689351499080658,0.6491638422012329,-0.0101490393280982,0.6878871917724609,0.7308863997459412,-0.0180084519088268,0.6870812177658081,0.7804806232452393,-0.023333054035902,0.6882467269897461,0.8197282552719116,-0.0286012738943099,0.6668572425842285,0.6621449589729309,-0.0205010864883661,0.6264026165008545,0.7045186758041382,-0.0294650513678789,0.6160416603088379,0.6774711608886719,-0.0298239719122648,0.623133659362793,0.6528964042663574,-0.0303170606493949,0.635007917881012,0.6637157797813416,-0.029066177085042,0.599574625492096,0.6898475885391235,-0.0321040749549865,0.5949823260307312,0.6623862385749817,-0.0232673846185207,0.6036657094955444,0.6394468545913696,-0.0190513581037521,0.6044348478317261,0.6574125289916992,-0.0379941165447235,0.5775430798530579,0.6687960028648376,-0.0343110933899879,0.5750293731689453,0.6425694227218628,-0.0239685028791427,0.5821107029914856,0.6210975646972656,-0.0171342678368091,LEFT_INDEX_DOWN
7,cmario,0.2873757481575012,0.1817458868026733,9.250400268001613e-08,0.3327232003211975,0.2087013125419616,0.0031494216527789,0.3609035909175873,0.2662097513675689,-0.0038850074633955,0.3623133599758148,0.321388840675354,-0.0119805764406919,0.3531408011913299,0.35909503698349,-0.0199036002159118,0.3834500908851623,0.2677623629570007,-0.0212143175303936,0.3889209628105163,0.3484863340854645,-0.0318038463592529,0.3863915801048279,0.393093466758728,-0.0367295444011688,0.3844184279441833,0.4276171028614044,-0.0403180718421936,0.3547045290470123,0.275798350572586,-0.0306544881314039,0.3436827361583709,0.35983806848526,-0.0433690771460533,0.3326215147972107,0.3403414189815521,-0.0402639769017696,0.332688421010971,0.3108253479003906,-0.0368135459721088,0.3224391937255859,0.2833840250968933,-0.0385877266526222,0.3164868950843811,0.3550919890403747,-0.044505551457405,0.3076577186584472,0.3342314660549164,-0.0311709139496088,0.3076357841491699,0.3085581958293915,-0.0220825709402561,0.2909569144248962,0.2886289358139038,-0.0466750264167785,0.292007565498352,0.3450910747051239,-0.0437571816146373,0.2857894003391266,0.327188491821289,-0.029905105009675,0.2851535677909851,0.3050060570240021,-0.0204775519669055,LEFT_INDEX_DOWN
8,cmario,0.4379992485046386,0.1832572519779205,1.583062640975186e-07,0.4863156080245971,0.1997670829296112,0.0004020739870611,0.5200245976448059,0.2552101612091064,-0.0085542229935526,0.5258193612098694,0.3148500621318817,-0.0181008446961641,0.5217387080192566,0.3580918610095978,-0.0275760870426893,0.5489049553871155,0.258967638015747,-0.025605235248804,0.5506640076637268,0.3421488404273987,-0.0409630686044693,0.5498160123825073,0.3901286423206329,-0.0496507473289966,0.5498173236846924,0.429725170135498,-0.0559949912130832,0.5258538722991943,0.2677034437656402,-0.034815851598978,0.5007993578910828,0.3579203486442566,-0.0509674921631813,0.4873159527778625,0.3369147181510925,-0.049594584852457,0.4903001487255096,0.3089725077152252,-0.0478561706840992,0.4960842430591583,0.2745360732078552,-0.0431075729429721,0.4705457985401153,0.349211186170578,-0.0533366277813911,0.461185097694397,0.3245097696781158,-0.0433224998414516,0.4673433899879455,0.2975656390190124,-0.0365778505802154,0.465774655342102,0.2782725989818573,-0.0518472418189048,0.4473350346088409,0.3311767280101776,-0.0531053431332111,0.4396108388900757,0.3104524910449981,-0.0436085015535354,0.4453046917915344,0.2874506711959839,-0.0371756516396999,LEFT_INDEX_DOWN
9,cmario,0.6508098840713501,0.1683565378189087,4.620750715389477e-08,0.6943158507347107,0.2016213834285736,0.0063464338891208,0.7256985306739807,0.2647787928581238,5.136204345035367e-05,0.7360009551048279,0.326169341802597,-0.0090545201674103,0.7434467077255249,0.3690686225891113,-0.018328845500946,0.7699145674705505,0.2580114901065826,-0.0148516120389103,0.7769839763641357,0.3362218141555786,-0.027753522619605,0.7828164100646973,0.3845769762992859,-0.0356247723102569,0.7883310317993164,0.4234977662563324,-0.0415523052215576,0.7572982907295227,0.2579399347305298,-0.0265560559928417,0.7101789116859436,0.3380213379859924,-0.0417895056307315,0.6869564056396484,0.3190715312957763,-0.0423243045806884,0.6836594343185425,0.295259416103363,-0.0420556962490081,0.7319815158843994,0.2584496140480041,-0.0370192751288414,0.6851893663406372,0.3286280035972595,-0.0493019372224807,0.6683465838432312,0.3028504550457001,-0.0413072817027568,0.6698598265647888,0.2788318395614624,-0.0353091321885585,0.7033655047416687,0.2591568827629089,-0.0473807379603385,0.6695986390113831,0.3103690147399902,-0.0506789237260818,0.6552420854568481,0.2907456159591675,-0.04218640178442,0.6561012268066406,0.270916074514389,-0.0355900302529335,LEFT_INDEX_DOWN
